r.nm	G.of.r	g.of.r
36.103	-256.366	0.990418
36.104	-254.01	0.990506
36.105	-249.219	0.990686
36.106	-241.827	0.990962
36.107	-231.663	0.991342
36.108	-218.61	0.99183
36.109	-202.61	0.992428
36.11	-183.627	0.993138
36.111	-161.704	0.993957
36.112	-136.915	0.994884
36.113	-109.419	0.995911
36.114	-79.4148	0.997033
36.115	-47.1794	0.998237
36.116	-13.0226	0.999513
36.117	22.6727	1.00085
36.118	59.4816	1.00222
36.119	96.9494	1.00362
36.12	134.572	1.00503
36.121	171.846	1.00642
36.122	208.236	1.00778
36.123	243.222	1.00909
36.124	276.292	1.01032
36.125	306.946	1.01147
36.126	334.746	1.0125
36.127	359.273	1.01342
36.128	380.198	1.0142
36.129	397.226	1.01484
36.13	410.159	1.01532
36.131	418.878	1.01564
36.132	423.331	1.01581
36.133	423.58	1.01582
36.134	419.747	1.01567
36.135	412.051	1.01539
36.136	400.765	1.01497
36.137	386.248	1.01442
36.138	368.911	1.01378
36.139	349.199	1.01304
36.14	327.612	1.01223
36.141	304.631	1.01137
36.142	280.773	1.01048
36.143	256.51	1.00958
36.144	232.314	1.00867
36.145	208.594	1.00779
36.146	185.722	1.00693
36.147	164.001	1.00612
36.148	143.655	1.00536
36.149	124.859	1.00466
36.15	107.672	1.00402
36.151	92.1131	1.00344
36.152	78.086	1.00291
36.153	65.4553	1.00244
36.154	54.0119	1.00202
36.155	43.4846	1.00162
36.156	33.583	1.00125
36.157	23.9662	1.00089
36.158	14.29	1.00053
36.159	4.19547	1.00016
36.16	-6.64551	0.999752
36.161	-18.5563	0.999308
36.162	-31.8127	0.998813
36.163	-46.6348	0.99826
36.164	-63.2091	0.997641
36.165	-81.6369	0.996954
36.166	-101.972	0.996195
36.167	-124.168	0.995367
36.168	-148.139	0.994473
36.169	-173.709	0.993519
36.17	-200.639	0.992515
36.171	-228.651	0.99147
36.172	-257.384	0.990398
36.173	-286.474	0.989313
36.174	-315.471	0.988232
36.175	-343.955	0.98717
36.176	-371.456	0.986144
36.177	-397.532	0.985172
36.178	-421.731	0.98427
36.179	-443.619	0.983454
36.18	-462.808	0.982739
36.181	-478.925	0.982138
36.182	-491.655	0.981664
36.183	-500.717	0.981327
36.184	-505.893	0.981134
36.185	-507.012	0.981093
36.186	-503.947	0.981208
36.187	-496.644	0.981481
36.188	-485.079	0.981912
36.189	-469.3	0.982501
36.19	-449.377	0.983244
36.191	-425.451	0.984137
36.192	-397.686	0.985173
36.193	-366.286	0.986344
36.194	-331.502	0.987641
36.195	-293.598	0.989054
36.196	-252.887	0.990572
36.197	-209.683	0.992183
36.198	-164.364	0.993873
36.199	-117.3	0.995627
36.2	-68.911	0.997431
36.201	-19.6297	0.999268
36.202	30.0997	1.00112
36.203	79.7855	1.00297
36.204	128.947	1.00481
36.205	177.05	1.0066
36.206	223.578	1.00833
36.207	267.986	1.00999
36.208	309.725	1.01154
36.209	348.279	1.01298
36.21	383.106	1.01428
36.211	413.712	1.01542
36.212	439.617	1.01638
36.213	460.401	1.01716
36.214	475.68	1.01772
36.215	485.135	1.01808
36.216	488.523	1.0182
36.217	485.674	1.0181
36.218	476.514	1.01775
36.219	461.038	1.01718
36.22	439.355	1.01637
36.221	411.642	1.01534
36.222	378.194	1.01409
36.223	339.357	1.01264
36.224	295.567	1.01101
36.225	247.341	1.00921
36.226	195.223	1.00727
36.227	139.818	1.00521
36.228	81.7478	1.00304
36.229	21.6626	1.00081
36.23	-39.7954	0.998518
36.231	-101.989	0.996202
36.232	-164.302	0.993881
36.233	-226.148	0.991578
36.234	-286.967	0.989313
36.235	-346.265	0.987105
36.236	-403.558	0.984972
36.237	-458.429	0.982929
36.238	-510.493	0.980991
36.239	-559.415	0.97917
36.24	-604.878	0.977478
36.241	-646.599	0.975925
36.242	-684.329	0.974521
36.243	-717.813	0.973275
36.244	-746.836	0.972195
36.245	-771.175	0.97129
36.246	-790.634	0.970566
36.247	-805.019	0.970031
36.248	-814.141	0.969692
36.249	-817.843	0.969555
36.25	-815.975	0.969626
36.251	-808.447	0.969907
36.252	-795.169	0.970402
36.253	-776.155	0.97111
36.254	-751.445	0.972031
36.255	-721.171	0.973159
36.256	-685.538	0.974485
36.257	-644.843	0.976001
36.258	-599.488	0.977689
36.259	-549.956	0.979533
36.26	-496.846	0.98151
36.261	-440.831	0.983595
36.262	-382.688	0.985759
36.263	-323.261	0.987971
36.264	-263.44	0.990197
36.265	-204.179	0.992403
36.266	-146.426	0.994552
36.267	-91.1571	0.996608
36.268	-39.288	0.998538
36.269	8.29293	1.00031
36.27	50.7856	1.00189
36.271	87.4985	1.00326
36.272	117.852	1.00438
36.273	141.417	1.00526
36.274	157.908	1.00587
36.275	167.23	1.00622
36.276	169.445	1.0063
36.277	164.8	1.00613
36.278	153.724	1.00572
36.279	136.795	1.00509
36.28	114.764	1.00427
36.281	88.4818	1.00329
36.282	58.9467	1.00219
36.283	27.2116	1.00101
36.284	-5.58778	0.999792
36.285	-38.3189	0.998575
36.286	-69.8289	0.997403
36.287	-99.0181	0.996318
36.288	-124.835	0.995358
36.289	-146.319	0.994559
36.29	-162.645	0.993952
36.291	-173.083	0.993564
36.292	-177.084	0.993416
36.293	-174.254	0.993521
36.294	-164.344	0.99389
36.295	-147.287	0.994524
36.296	-123.166	0.995421
36.297	-92.2465	0.996571
36.298	-54.9023	0.997959
36.299	-11.6555	0.999567
36.3	36.8735	1.00137
36.301	89.9572	1.00334
36.302	146.811	1.00546
36.303	206.594	1.00768
36.304	268.438	1.00998
36.305	331.466	1.01232
36.306	394.799	1.01467
36.307	457.594	1.01701
36.308	519.026	1.01929
36.309	578.329	1.02149
36.31	634.796	1.02359
36.311	687.774	1.02556
36.312	736.704	1.02738
36.313	781.064	1.02902
36.314	820.447	1.03049
36.315	854.489	1.03175
36.316	882.913	1.03281
36.317	905.521	1.03365
36.318	922.179	1.03426
36.319	932.829	1.03466
36.32	937.478	1.03483
36.321	936.208	1.03478
36.322	929.148	1.03452
36.323	916.509	1.03405
36.324	898.532	1.03338
36.325	875.534	1.03252
36.326	847.886	1.0315
36.327	815.981	1.03031
36.328	780.289	1.02898
36.329	741.272	1.02753
36.33	699.46	1.02598
36.331	655.37	1.02434
36.332	609.558	1.02264
36.333	562.577	1.02089
36.334	514.98	1.01913
36.335	467.294	1.01735
36.336	420.034	1.0156
36.337	373.685	1.01388
36.338	328.68	1.01221
36.339	285.406	1.0106
36.34	244.209	1.00907
36.341	205.36	1.00763
36.342	169.067	1.00628
36.343	135.469	1.00503
36.344	104.647	1.00389
36.345	76.5792	1.00284
36.346	51.225	1.0019
36.347	28.4364	1.00106
36.348	8.02057	1.0003
36.349	-10.2663	0.999619
36.35	-26.7113	0.999008
36.351	-41.6422	0.998454
36.352	-55.4105	0.997943
36.353	-68.3745	0.997462
36.354	-80.9158	0.996997
36.355	-93.3946	0.996533
36.356	-106.157	0.99606
36.357	-119.516	0.995564
36.358	-133.748	0.995036
36.359	-149.084	0.994467
36.36	-165.68	0.993851
36.361	-183.652	0.993185
36.362	-203.013	0.992466
36.363	-223.732	0.991698
36.364	-245.684	0.990883
36.365	-268.667	0.990031
36.366	-292.41	0.98915
36.367	-316.562	0.988254
36.368	-340.713	0.987358
36.369	-364.378	0.986481
36.37	-387.054	0.98564
36.371	-408.185	0.984856
36.372	-427.195	0.984151
36.373	-443.512	0.983546
36.374	-456.551	0.983063
36.375	-465.783	0.982721
36.376	-470.686	0.98254
36.377	-470.838	0.982535
36.378	-465.851	0.98272
36.379	-455.457	0.983106
36.38	-439.468	0.9837
36.381	-417.798	0.984504
36.382	-390.496	0.985517
36.383	-357.719	0.986733
36.384	-319.745	0.988142
36.385	-276.962	0.989729
36.386	-229.886	0.991475
36.387	-179.113	0.993358
36.388	-125.34	0.995352
36.389	-69.3337	0.997429
36.39	-11.9239	0.999558
36.391	46.0323	1.00171
36.392	103.65	1.00384
36.393	160.058	1.00593
36.394	214.386	1.00795
36.395	265.84	1.00986
36.396	313.663	1.01163
36.397	357.186	1.01324
36.398	395.843	1.01468
36.399	429.151	1.01591
36.4	456.748	1.01693
36.401	478.416	1.01773
36.402	494.028	1.01831
36.403	503.597	1.01867
36.404	507.24	1.0188
36.405	505.202	1.01873
36.406	497.815	1.01845
36.407	485.506	1.01799
36.408	468.783	1.01737
36.409	448.207	1.01661
36.41	424.382	1.01573
36.411	397.935	1.01475
36.412	369.517	1.01369
36.413	339.757	1.01259
36.414	309.275	1.01146
36.415	278.653	1.01033
36.416	248.412	1.0092
36.417	219.042	1.00812
36.418	190.925	1.00707
36.419	164.393	1.00609
36.42	139.689	1.00518
36.421	116.968	1.00433
36.422	96.3121	1.00357
36.423	77.7133	1.00288
36.424	61.0746	1.00226
36.425	46.2407	1.00171
36.426	32.9755	1.00122
36.427	20.9926	1.00078
36.428	9.94014	1.00037
36.429	-0.553008	0.99998
36.43	-10.9037	0.999596
36.431	-21.5421	0.999202
36.432	-32.9003	0.998781
36.433	-45.3932	0.998319
36.434	-59.4478	0.997798
36.435	-75.4302	0.997206
36.436	-93.6768	0.996531
36.437	-114.475	0.995761
36.438	-138.049	0.994888
36.439	-164.561	0.993906
36.44	-194.105	0.992812
36.441	-226.691	0.991606
36.442	-262.262	0.990289
36.443	-300.669	0.988867
36.444	-341.696	0.987348
36.445	-385.071	0.985743
36.446	-430.436	0.984063
36.447	-477.387	0.982326
36.448	-525.475	0.980546
36.449	-574.201	0.978742
36.45	-623.048	0.976935
36.451	-671.481	0.975142
36.452	-718.964	0.973385
36.453	-764.962	0.971683
36.454	-808.957	0.970056
36.455	-850.476	0.96852
36.456	-889.063	0.967092
36.457	-924.317	0.965788
36.458	-955.881	0.964621
36.459	-983.459	0.963601
36.46	-1006.79	0.962739
36.461	-1025.71	0.96204
36.462	-1040.07	0.961509
36.463	-1049.79	0.961151
36.464	-1054.84	0.960965
36.465	-1055.23	0.960951
36.466	-1051.01	0.961109
36.467	-1042.26	0.961433
36.468	-1029.11	0.961921
36.469	-1011.67	0.962567
36.47	-990.094	0.963367
36.471	-964.545	0.964313
36.472	-935.193	0.9654
36.473	-902.221	0.966621
36.474	-865.812	0.967969
36.475	-826.152	0.969437
36.476	-783.445	0.971017
36.477	-737.884	0.972704
36.478	-689.676	0.974488
36.479	-639.057	0.976361
36.48	-586.256	0.978315
36.481	-531.529	0.980339
36.482	-475.153	0.982425
36.483	-417.416	0.984561
36.484	-358.626	0.986736
36.485	-299.123	0.988937
36.486	-239.258	0.991151
36.487	-179.399	0.993365
36.488	-119.932	0.995565
36.489	-61.241	0.997735
36.49	-3.73305	0.999862
36.491	52.2172	1.00193
36.492	106.23	1.00393
36.493	157.937	1.00584
36.494	207.016	1.00765
36.495	253.169	1.00936
36.496	296.145	1.01095
36.497	335.751	1.01241
36.498	371.836	1.01375
36.499	404.32	1.01495
36.5	433.18	1.01601
36.501	458.465	1.01695
36.502	480.273	1.01775
36.503	498.767	1.01844
36.504	514.171	1.01901
36.505	526.756	1.01947
36.506	536.808	1.01984
36.507	544.67	1.02013
36.508	550.691	1.02035
36.509	555.226	1.02052
36.51	558.614	1.02065
36.511	561.197	1.02074
36.512	563.268	1.02082
36.513	565.081	1.02088
36.514	566.852	1.02095
36.515	568.739	1.02102
36.516	570.842	1.02109
36.517	573.205	1.02118
36.518	575.815	1.02128
36.519	578.591	1.02138
36.52	581.41	1.02148
36.521	584.109	1.02158
36.522	586.476	1.02167
36.523	588.294	1.02174
36.524	589.325	1.02177
36.525	589.334	1.02177
36.526	588.1	1.02173
36.527	585.409	1.02163
36.528	581.095	1.02147
36.529	575.028	1.02124
36.53	567.127	1.02095
36.531	557.352	1.02059
36.532	545.739	1.02016
36.533	532.363	1.01966
36.534	517.354	1.01911
36.535	500.902	1.0185
36.536	483.216	1.01785
36.537	464.551	1.01716
36.538	445.194	1.01644
36.539	425.441	1.01571
36.54	405.574	1.01498
36.541	385.906	1.01425
36.542	366.712	1.01354
36.543	348.24	1.01286
36.544	330.711	1.01221
36.545	314.322	1.01161
36.546	299.207	1.01105
36.547	285.456	1.01054
36.548	273.128	1.01008
36.549	262.227	1.00968
36.55	252.714	1.00933
36.551	244.519	1.00903
36.552	237.536	1.00877
36.553	231.63	1.00855
36.554	226.656	1.00837
36.555	222.451	1.00821
36.556	218.845	1.00808
36.557	215.681	1.00796
36.558	212.812	1.00786
36.559	210.108	1.00776
36.56	207.463	1.00766
36.561	204.784	1.00756
36.562	202.032	1.00746
36.563	199.175	1.00735
36.564	196.224	1.00724
36.565	193.207	1.00713
36.566	190.208	1.00702
36.567	187.307	1.00691
36.568	184.602	1.00681
36.569	182.224	1.00672
36.57	180.297	1.00665
36.571	178.948	1.0066
36.572	178.295	1.00658
36.573	178.461	1.00658
36.574	179.517	1.00662
36.575	181.547	1.0067
36.576	184.574	1.00681
36.577	188.597	1.00696
36.578	193.576	1.00714
36.579	199.413	1.00736
36.58	205.997	1.0076
36.581	213.132	1.00786
36.582	220.603	1.00814
36.583	228.145	1.00842
36.584	235.444	1.00868
36.585	242.154	1.00893
36.586	247.909	1.00914
36.587	252.315	1.00931
36.588	254.947	1.0094
36.589	255.404	1.00942
36.59	253.267	1.00934
36.591	248.155	1.00915
36.592	239.696	1.00884
36.593	227.569	1.00839
36.594	211.501	1.0078
36.595	191.283	1.00705
36.596	166.778	1.00615
36.597	137.935	1.00509
36.598	104.793	1.00386
36.599	67.4771	1.00249
36.6	26.2346	1.00097
36.601	-18.6155	0.999314
36.602	-66.6234	0.997544
36.603	-117.259	0.995677
36.604	-169.922	0.993736
36.605	-223.902	0.991746
36.606	-278.445	0.989736
36.607	-332.734	0.987735
36.608	-385.923	0.985775
36.609	-437.159	0.983887
36.61	-485.591	0.982102
36.611	-530.398	0.980451
36.612	-570.817	0.978962
36.613	-606.152	0.97766
36.614	-635.78	0.976569
36.615	-659.224	0.975705
36.616	-676.102	0.975084
36.617	-686.168	0.974714
36.618	-689.327	0.974598
36.619	-685.636	0.974735
36.62	-675.266	0.975118
36.621	-658.558	0.975734
36.622	-635.981	0.976566
36.623	-608.1	0.977594
36.624	-575.602	0.978792
36.625	-539.237	0.980133
36.626	-499.823	0.981585
36.627	-458.211	0.983119
36.628	-415.263	0.984702
36.629	-371.843	0.986302
36.63	-328.756	0.987889
36.631	-286.781	0.989436
36.632	-246.607	0.990916
36.633	-208.848	0.992307
36.634	-173.997	0.993591
36.635	-142.467	0.994752
36.636	-114.549	0.995781
36.637	-90.4209	0.99667
36.638	-70.1654	0.997416
36.639	-53.7467	0.998021
36.64	-41.0466	0.998488
36.641	-31.8491	0.998827
36.642	-25.8737	0.999047
36.643	-22.7848	0.999161
36.644	-22.1922	0.999183
36.645	-23.6942	0.999128
36.646	-26.8512	0.999011
36.647	-31.2348	0.99885
36.648	-36.3978	0.99866
36.649	-41.9445	0.998456
36.65	-47.479	0.998252
36.651	-52.6398	0.998062
36.652	-57.1161	0.997897
36.653	-60.6181	0.997768
36.654	-62.9262	0.997683
36.655	-63.8375	0.99765
36.656	-63.2299	0.997672
36.657	-60.9995	0.997755
36.658	-57.1088	0.997898
36.659	-51.5473	0.998103
36.66	-44.3543	0.998367
36.661	-35.6078	0.998689
36.662	-25.4225	0.999064
36.663	-13.9627	0.999486
36.664	-1.40017	0.999948
36.665	12.0488	1.00044
36.666	26.1563	1.00096
36.667	40.6565	1.0015
36.668	55.3039	1.00204
36.669	69.8184	1.00257
36.67	83.9095	1.00309
36.671	97.3173	1.00358
36.672	109.771	1.00404
36.673	121.024	1.00445
36.674	130.844	1.00481
36.675	139.04	1.00512
36.676	145.426	1.00535
36.677	149.888	1.00551
36.678	152.339	1.0056
36.679	152.72	1.00562
36.68	151.037	1.00556
36.681	147.325	1.00542
36.682	141.694	1.00521
36.683	134.243	1.00494
36.684	125.152	1.0046
36.685	114.616	1.00422
36.686	102.843	1.00378
36.687	90.0688	1.00331
36.688	76.5306	1.00281
36.689	62.4806	1.0023
36.69	48.1388	1.00177
36.691	33.7249	1.00124
36.692	19.4198	1.00071
36.693	5.38043	1.0002
36.694	-8.27643	0.999696
36.695	-21.4742	0.99921
36.696	-34.1786	0.998743
36.697	-46.4164	0.998293
36.698	-58.2289	0.997859
36.699	-69.7236	0.997436
36.7	-81.0303	0.997021
36.701	-92.3238	0.996606
36.702	-103.777	0.996185
36.703	-115.59	0.99575
36.704	-127.99	0.995295
36.705	-141.165	0.99481
36.706	-155.311	0.99429
36.707	-170.597	0.993729
36.708	-187.165	0.99312
36.709	-205.095	0.992461
36.71	-224.467	0.991749
36.711	-245.267	0.990985
36.712	-267.453	0.99017
36.713	-290.924	0.989307
36.714	-315.51	0.988404
36.715	-341.005	0.987467
36.716	-367.122	0.986508
36.717	-393.572	0.985536
36.718	-419.989	0.984565
36.719	-445.996	0.98361
36.72	-471.176	0.982685
36.721	-495.113	0.981806
36.722	-517.385	0.980988
36.723	-537.564	0.980247
36.724	-555.263	0.979597
36.725	-570.094	0.979053
36.726	-581.735	0.978626
36.727	-589.893	0.978327
36.728	-594.341	0.978164
36.729	-594.907	0.978144
36.73	-591.467	0.978271
36.731	-584.007	0.978545
36.732	-572.537	0.978967
36.733	-557.169	0.979532
36.734	-538.056	0.980235
36.735	-515.432	0.981067
36.736	-489.57	0.982017
36.737	-460.794	0.983075
36.738	-429.48	0.984225
36.739	-396.01	0.985455
36.74	-360.798	0.986749
36.741	-324.257	0.988091
36.742	-286.804	0.989467
36.743	-248.821	0.990862
36.744	-210.695	0.992262
36.745	-172.743	0.993656
36.746	-135.261	0.995033
36.747	-98.5028	0.996383
36.748	-62.6532	0.997699
36.749	-27.8628	0.998977
36.75	5.80675	1.00021
36.751	38.2997	1.00141
36.752	69.644	1.00256
36.753	99.8989	1.00367
36.754	129.157	1.00474
36.755	157.547	1.00578
36.756	185.205	1.0068
36.757	212.306	1.00779
36.758	238.981	1.00877
36.759	265.394	1.00974
36.76	291.666	1.01071
36.761	317.916	1.01167
36.762	344.212	1.01263
36.763	370.594	1.0136
36.764	397.079	1.01457
36.765	423.614	1.01555
36.766	450.144	1.01652
36.767	476.534	1.01749
36.768	502.654	1.01845
36.769	528.321	1.01939
36.77	553.351	1.02031
36.771	577.519	1.02119
36.772	600.604	1.02204
36.773	622.393	1.02284
36.774	642.66	1.02358
36.775	661.204	1.02426
36.776	677.833	1.02487
36.777	692.407	1.02541
36.778	704.769	1.02586
36.779	714.844	1.02623
36.78	722.551	1.02651
36.781	727.873	1.0267
36.782	730.813	1.02681
36.783	731.406	1.02683
36.784	729.744	1.02677
36.785	725.91	1.02663
36.786	720.053	1.02641
36.787	712.315	1.02613
36.788	702.877	1.02578
36.789	691.915	1.02538
36.79	679.635	1.02493
36.791	666.247	1.02444
36.792	651.943	1.02391
36.793	636.941	1.02336
36.794	621.428	1.02279
36.795	605.599	1.02221
36.796	589.629	1.02162
36.797	573.673	1.02104
36.798	557.871	1.02046
36.799	542.335	1.01989
36.8	527.159	1.01933
36.801	512.393	1.01879
36.802	498.073	1.01826
36.803	484.182	1.01775
36.804	470.707	1.01726
36.805	457.567	1.01678
36.806	444.663	1.0163
36.807	431.879	1.01583
36.808	419.06	1.01536
36.809	406.041	1.01489
36.81	392.633	1.01439
36.811	378.661	1.01388
36.812	363.921	1.01334
36.813	348.247	1.01277
36.814	331.467	1.01215
36.815	313.449	1.01149
36.816	294.094	1.01078
36.817	273.337	1.01002
36.818	251.178	1.00921
36.819	227.632	1.00834
36.82	202.804	1.00743
36.821	176.83	1.00648
36.822	149.916	1.00549
36.823	122.302	1.00448
36.824	94.2734	1.00345
36.825	66.1811	1.00243
36.826	38.3453	1.00141
36.827	11.1515	1.00041
36.828	-15.0497	0.999449
36.829	-39.9041	0.998538
36.83	-63.0984	0.997688
36.831	-84.3307	0.99691
36.832	-103.39	0.996212
36.833	-120.103	0.9956
36.834	-134.371	0.995077
36.835	-146.182	0.994645
36.836	-155.604	0.9943
36.837	-162.802	0.994036
36.838	-168.003	0.993846
36.839	-171.536	0.993717
36.84	-173.786	0.993635
36.841	-175.211	0.993582
36.842	-176.311	0.993542
36.843	-177.618	0.993495
36.844	-179.7	0.993419
36.845	-183.094	0.993295
36.846	-188.371	0.993101
36.847	-196.021	0.992821
36.848	-206.518	0.992437
36.849	-220.26	0.991934
36.85	-237.565	0.991301
36.851	-258.671	0.990528
36.852	-283.683	0.989613
36.853	-312.65	0.988552
36.854	-345.472	0.987351
36.855	-381.964	0.986015
36.856	-421.808	0.984557
36.857	-464.6	0.98299
36.858	-509.829	0.981335
36.859	-556.893	0.979613
36.86	-605.123	0.977847
36.861	-653.775	0.976067
36.862	-702.069	0.9743
36.863	-749.189	0.972576
36.864	-794.304	0.970925
36.865	-836.579	0.969378
36.866	-875.211	0.967965
36.867	-909.426	0.966714
36.868	-938.497	0.965651
36.869	-961.77	0.9648
36.87	-978.665	0.964182
36.871	-988.705	0.963816
36.872	-991.488	0.963715
36.873	-986.763	0.963889
36.874	-974.348	0.964344
36.875	-954.224	0.965082
36.876	-926.464	0.966098
36.877	-891.273	0.967387
36.878	-848.969	0.968936
36.879	-799.969	0.97073
36.88	-744.824	0.972748
36.881	-684.154	0.974969
36.882	-618.673	0.977365
36.883	-549.155	0.979909
36.884	-476.447	0.982569
36.885	-401.422	0.985315
36.886	-324.985	0.988111
36.887	-248.045	0.990926
36.888	-171.489	0.993727
36.889	-96.2036	0.996481
36.89	-23.0126	0.999158
36.891	47.2996	1.00173
36.892	114.023	1.00417
36.893	176.536	1.00646
36.894	234.294	1.00857
36.895	286.853	1.01049
36.896	333.859	1.01221
36.897	375.07	1.01372
36.898	410.324	1.01501
36.899	439.577	1.01608
36.9	462.835	1.01693
36.901	480.21	1.01756
36.902	491.867	1.01799
36.903	498.027	1.01821
36.904	498.96	1.01824
36.905	494.957	1.0181
36.906	486.347	1.01778
36.907	473.425	1.01731
36.908	456.537	1.01669
36.909	435.958	1.01594
36.91	411.978	1.01506
36.911	384.858	1.01407
36.912	354.835	1.01297
36.913	322.117	1.01178
36.914	286.895	1.01049
36.915	249.352	1.00911
36.916	209.65	1.00766
36.917	167.955	1.00614
36.918	124.446	1.00455
36.919	79.3138	1.0029
36.92	32.7858	1.0012
36.921	-14.8794	0.999456
36.922	-63.38	0.997684
36.923	-112.362	0.995894
36.924	-161.415	0.994101
36.925	-210.096	0.992322
36.926	-257.876	0.990576
36.927	-304.215	0.988883
36.928	-348.523	0.987265
36.929	-390.178	0.985743
36.93	-428.544	0.984341
36.931	-462.989	0.983083
36.932	-492.895	0.981991
36.933	-517.662	0.981087
36.934	-536.77	0.980389
36.935	-549.728	0.979916
36.936	-556.156	0.979682
36.937	-555.752	0.979697
36.938	-548.321	0.979969
36.939	-533.786	0.980501
36.94	-512.19	0.98129
36.941	-483.7	0.982331
36.942	-448.593	0.983614
36.943	-407.28	0.985124
36.944	-360.269	0.986841
36.945	-308.175	0.988744
36.946	-251.69	0.990807
36.947	-191.582	0.993003
36.948	-128.66	0.995301
36.949	-63.7725	0.997671
36.95	2.22176	1.00008
36.951	68.4784	1.0025
36.952	134.162	1.0049
36.953	198.508	1.00725
36.954	260.761	1.00952
36.955	320.27	1.01169
36.956	376.45	1.01375
36.957	428.802	1.01566
36.958	476.908	1.01741
36.959	520.443	1.019
36.96	559.181	1.02042
36.961	592.943	1.02165
36.962	621.656	1.0227
36.963	645.292	1.02356
36.964	663.88	1.02424
36.965	677.503	1.02473
36.966	686.276	1.02505
36.967	690.34	1.0252
36.968	689.842	1.02518
36.969	684.963	1.025
36.97	675.862	1.02467
36.971	662.703	1.02419
36.972	645.643	1.02356
36.973	624.838	1.0228
36.974	600.445	1.02191
36.975	572.609	1.0209
36.976	541.476	1.01976
36.977	507.214	1.01851
36.978	469.982	1.01715
36.979	429.972	1.01569
36.98	387.402	1.01414
36.981	342.494	1.0125
36.982	295.52	1.01078
36.983	246.788	1.009
36.984	196.636	1.00717
36.985	145.441	1.00531
36.986	93.6182	1.00342
36.987	41.6169	1.00152
36.988	-10.092	0.999632
36.989	-60.9976	0.997775
36.99	-110.599	0.995965
36.991	-158.371	0.994223
36.992	-203.791	0.992566
36.993	-246.351	0.991014
36.994	-285.555	0.989584
36.995	-320.949	0.988293
36.996	-352.114	0.987157
36.997	-378.675	0.986189
36.998	-400.331	0.985399
36.999	-416.832	0.984798
37	-428.003	0.984391
37.001	-433.753	0.984182
37.002	-434.059	0.984171
37.003	-428.989	0.984356
37.004	-418.682	0.984732
37.005	-403.363	0.985291
37.006	-383.325	0.986022
37.007	-358.937	0.986912
37.008	-330.633	0.987944
37.009	-298.892	0.989102
37.01	-264.257	0.990365
37.011	-227.296	0.991713
37.012	-188.612	0.993124
37.013	-148.812	0.994575
37.014	-108.528	0.996043
37.015	-68.3721	0.997507
37.016	-28.9537	0.998945
37.017	9.15777	1.00033
37.018	45.4085	1.00166
37.019	79.2985	1.00289
37.02	110.376	1.00402
37.021	138.246	1.00504
37.022	162.577	1.00593
37.023	183.098	1.00667
37.024	199.617	1.00728
37.025	212.011	1.00773
37.026	220.227	1.00803
37.027	224.29	1.00817
37.028	224.301	1.00817
37.029	220.422	1.00803
37.03	212.902	1.00776
37.031	202.04	1.00736
37.032	188.203	1.00686
37.033	171.811	1.00626
37.034	153.339	1.00559
37.035	133.294	1.00486
37.036	112.228	1.00409
37.037	90.7107	1.0033
37.038	69.3417	1.00253
37.039	48.7214	1.00177
37.04	29.4457	1.00107
37.041	12.1094	1.00044
37.042	-2.73045	0.999901
37.043	-14.5443	0.99947
37.044	-22.8446	0.999168
37.045	-27.203	0.999009
37.046	-27.2558	0.999007
37.047	-22.7087	0.999173
37.048	-13.3626	0.999513
37.049	0.903623	1.00003
37.05	20.1233	1.00073
37.051	44.2156	1.00161
37.052	73.0004	1.00266
37.053	106.211	1.00387
37.054	143.472	1.00522
37.055	184.315	1.00671
37.056	228.192	1.00831
37.057	274.455	1.00999
37.058	322.413	1.01174
37.059	371.291	1.01352
37.06	420.289	1.0153
37.061	468.547	1.01706
37.062	515.222	1.01876
37.063	559.442	1.02037
37.064	600.359	1.02186
37.065	637.149	1.0232
37.066	669.034	1.02436
37.067	695.294	1.02531
37.068	715.279	1.02604
37.069	728.422	1.02652
37.07	734.249	1.02673
37.071	732.392	1.02666
37.072	722.579	1.0263
37.073	704.666	1.02565
37.074	678.622	1.0247
37.075	644.536	1.02346
37.076	602.614	1.02193
37.077	553.17	1.02013
37.078	496.634	1.01807
37.079	433.538	1.01578
37.08	364.5	1.01326
37.081	290.24	1.01056
37.082	211.535	1.0077
37.083	129.23	1.0047
37.084	44.2239	1.00161
37.085	-42.5528	0.998452
37.086	-130.144	0.995265
37.087	-217.584	0.992083
37.088	-303.909	0.988943
37.089	-388.18	0.985877
37.09	-469.475	0.98292
37.091	-546.918	0.980103
37.092	-619.68	0.977456
37.093	-687.004	0.975008
37.094	-748.188	0.972783
37.095	-802.611	0.970804
37.096	-849.749	0.96909
37.097	-889.161	0.967657
37.098	-920.514	0.966518
37.099	-943.563	0.96568
37.1	-958.179	0.96515
37.101	-964.335	0.964927
37.102	-962.118	0.965008
37.103	-951.715	0.965387
37.104	-933.428	0.966053
37.105	-907.655	0.966992
37.106	-874.894	0.968184
37.107	-835.732	0.969609
37.108	-790.854	0.971242
37.109	-740.993	0.973055
37.11	-686.956	0.975021
37.111	-629.598	0.977107
37.112	-569.797	0.979282
37.113	-508.462	0.981513
37.114	-446.491	0.983767
37.115	-384.769	0.986011
37.116	-324.15	0.988215
37.117	-265.436	0.99035
37.118	-209.347	0.992389
37.119	-156.545	0.994309
37.12	-107.585	0.996089
37.121	-62.9128	0.997713
37.122	-22.8735	0.999169
37.123	12.3124	1.00045
37.124	42.5439	1.00155
37.125	67.8347	1.00247
