r.nm	G.of.r	g.of.r
26.24	101.892	1.00524
26.241	80.332	1.00413
26.242	57.5761	1.00296
26.243	33.8016	1.00174
26.244	9.21377	1.00047
26.245	-15.976	0.999179
26.246	-41.5269	0.997865
26.247	-67.1797	0.996546
26.248	-92.6698	0.995236
26.249	-117.741	0.993947
26.25	-142.133	0.992694
26.251	-165.585	0.991488
26.252	-187.858	0.990344
26.253	-208.741	0.989271
26.254	-228.024	0.98828
26.255	-245.541	0.98738
26.256	-261.157	0.986578
26.257	-274.743	0.985881
26.258	-286.245	0.98529
26.259	-295.624	0.984809
26.26	-302.87	0.984437
26.261	-308.037	0.984172
26.262	-311.198	0.98401
26.263	-312.471	0.983945
26.264	-312.019	0.983969
26.265	-310.022	0.984072
26.266	-306.716	0.984243
26.267	-302.331	0.984469
26.268	-297.155	0.984735
26.269	-291.485	0.985027
26.27	-285.597	0.98533
26.271	-279.823	0.985627
26.272	-274.463	0.985903
26.273	-269.799	0.986143
26.274	-266.109	0.986333
26.275	-263.641	0.98646
26.276	-262.575	0.986516
26.277	-263.102	0.986489
26.278	-265.319	0.986376
26.279	-269.277	0.986173
26.28	-274.981	0.985881
26.281	-282.354	0.985503
26.282	-291.26	0.985046
26.283	-301.512	0.98452
26.284	-312.85	0.983939
26.285	-324.978	0.983317
26.286	-337.521	0.982673
26.287	-350.112	0.982028
26.288	-362.34	0.981401
26.289	-373.769	0.980815
26.29	-383.974	0.980292
26.291	-392.553	0.979852
26.292	-399.105	0.979517
26.293	-403.287	0.979303
26.294	-404.804	0.979226
26.295	-403.401	0.979299
26.296	-398.912	0.97953
26.297	-391.233	0.979925
26.298	-380.32	0.980485
26.299	-366.232	0.981209
26.3	-349.078	0.98209
26.301	-329.032	0.983119
26.302	-306.351	0.984283
26.303	-281.317	0.985568
26.304	-254.267	0.986956
26.305	-225.562	0.988429
26.306	-195.574	0.989968
26.307	-164.689	0.991552
26.308	-133.26	0.993165
26.309	-101.642	0.994787
26.31	-70.1588	0.996402
26.311	-39.0779	0.997996
26.312	-8.64027	0.999557
26.313	20.9583	1.00107
26.314	49.5965	1.00254
26.315	77.1602	1.00396
26.316	103.592	1.00531
26.317	128.882	1.00661
26.318	153.018	1.00785
26.319	176.021	1.00902
26.32	197.915	1.01015
26.321	218.705	1.01121
26.322	238.387	1.01222
26.323	256.932	1.01317
26.324	274.27	1.01406
26.325	290.291	1.01488
26.326	304.836	1.01562
26.327	317.695	1.01628
26.328	328.626	1.01684
26.329	337.328	1.01729
26.33	343.483	1.0176
26.331	346.734	1.01777
26.332	346.72	1.01777
26.333	343.106	1.01758
26.334	335.525	1.01719
26.335	323.681	1.01659
26.336	307.336	1.01575
26.337	286.286	1.01467
26.338	260.435	1.01334
26.339	229.775	1.01177
26.34	194.385	1.00996
26.341	154.478	1.00791
26.342	110.359	1.00565
26.343	62.4454	1.0032
26.344	11.2716	1.00058
26.345	-42.5405	0.997821
26.346	-98.2797	0.994966
26.347	-155.163	0.992053
26.348	-212.365	0.989124
26.349	-269.002	0.986224
26.35	-324.209	0.983397
26.351	-377.12	0.980688
26.352	-426.876	0.978141
26.353	-472.711	0.975795
26.354	-513.915	0.973686
26.355	-549.841	0.971848
26.356	-579.992	0.970305
26.357	-603.947	0.96908
26.358	-621.413	0.968187
26.359	-632.236	0.967634
26.36	-636.366	0.967424
26.361	-633.881	0.967552
26.362	-624.966	0.96801
26.363	-609.904	0.968782
26.364	-589.067	0.96985
26.365	-562.897	0.97119
26.366	-531.873	0.972779
26.367	-496.533	0.974589
26.368	-457.42	0.976591
26.369	-415.074	0.978759
26.37	-370.039	0.981065
26.371	-322.79	0.983483
26.372	-273.822	0.985989
26.373	-223.552	0.988562
26.374	-172.336	0.991183
26.375	-120.502	0.993835
26.376	-68.323	0.996505
26.377	-16.0082	0.999181
26.378	36.2538	1.00185
26.379	88.3177	1.00452
26.38	140.063	1.00716
26.381	191.365	1.00979
26.382	242.113	1.01238
26.383	292.181	1.01494
26.384	341.428	1.01746
26.385	389.682	1.01993
26.386	436.735	1.02233
26.387	482.336	1.02467
26.388	526.207	1.02691
26.389	568.012	1.02904
26.39	607.388	1.03106
26.391	643.936	1.03292
26.392	677.228	1.03463
26.393	706.84	1.03614
26.394	732.317	1.03744
26.395	753.225	1.03851
26.396	769.163	1.03932
26.397	779.74	1.03986
26.398	784.623	1.04011
26.399	783.541	1.04005
26.4	776.29	1.03968
26.401	762.743	1.03898
26.402	742.866	1.03797
26.403	716.708	1.03663
26.404	684.437	1.03498
26.405	646.293	1.03303
26.406	602.629	1.0308
26.407	553.897	1.0283
26.408	500.636	1.02558
26.409	443.468	1.02266
26.41	383.088	1.01957
26.411	320.262	1.01636
26.412	255.807	1.01307
26.413	190.576	1.00974
26.414	125.441	1.00641
26.415	61.3006	1.00313
26.416	-0.975367	0.99995
26.417	-60.5346	0.996908
26.418	-116.53	0.994048
26.419	-168.225	0.991408
26.42	-214.918	0.989023
26.421	-255.998	0.986926
26.422	-290.95	0.985141
26.423	-319.368	0.98369
26.424	-340.956	0.982589
26.425	-355.548	0.981844
26.426	-363.09	0.98146
26.427	-363.673	0.981431
26.428	-357.503	0.981746
26.429	-344.909	0.98239
26.43	-326.333	0.983339
26.431	-302.327	0.984565
26.432	-273.532	0.986036
26.433	-240.662	0.987714
26.434	-204.496	0.989561
26.435	-165.856	0.991534
26.436	-125.587	0.99359
26.437	-84.5208	0.995686
26.438	-43.502	0.99778
26.439	-3.31804	0.999831
26.44	35.2973	1.0018
26.441	71.6802	1.00366
26.442	105.249	1.00537
26.443	135.527	1.00692
26.444	162.143	1.00827
26.445	184.842	1.00943
26.446	203.485	1.01038
26.447	218.052	1.01113
26.448	228.63	1.01166
26.449	235.419	1.01201
26.45	238.709	1.01218
26.451	238.878	1.01219
26.452	236.368	1.01206
26.453	231.673	1.01182
26.454	225.322	1.01149
26.455	217.858	1.01111
26.456	209.821	1.0107
26.457	201.723	1.01029
26.458	194.046	1.0099
26.459	187.21	1.00955
26.46	181.568	1.00926
26.461	177.395	1.00905
26.462	174.878	1.00892
26.463	174.114	1.00888
26.464	175.1	1.00893
26.465	177.742	1.00906
26.466	181.867	1.00927
26.467	187.207	1.00954
26.468	193.428	1.00986
26.469	200.141	1.0102
26.47	206.912	1.01055
26.471	213.277	1.01087
26.472	218.762	1.01115
26.473	222.901	1.01136
26.474	225.252	1.01148
26.475	225.417	1.01149
26.476	223.047	1.01137
26.477	217.863	1.0111
26.478	209.67	1.01069
26.479	198.357	1.01011
26.48	183.91	1.00937
26.481	166.402	1.00848
26.482	146.014	1.00744
26.483	123.013	1.00627
26.484	97.7482	1.00498
26.485	70.6429	1.0036
26.486	42.183	1.00215
26.487	12.9011	1.00066
26.488	-16.6334	0.999153
26.489	-45.85	0.997664
26.49	-74.1715	0.996222
26.491	-101.049	0.994853
26.492	-125.978	0.993583
26.493	-148.497	0.992436
26.494	-168.229	0.991432
26.495	-184.88	0.990584
26.496	-198.238	0.989904
26.497	-208.209	0.989397
26.498	-214.799	0.989062
26.499	-218.123	0.988893
26.5	-218.398	0.988879
26.501	-215.943	0.989005
26.502	-211.166	0.989248
26.503	-204.569	0.989584
26.504	-196.701	0.989985
26.505	-188.17	0.99042
26.506	-179.627	0.990855
26.507	-171.718	0.991258
26.508	-165.094	0.991596
26.509	-160.382	0.991836
26.51	-158.162	0.991949
26.511	-158.953	0.991909
26.512	-163.192	0.991694
26.513	-171.232	0.991285
26.514	-183.323	0.99067
26.515	-199.596	0.989842
26.516	-220.062	0.988801
26.517	-244.629	0.987551
26.518	-273.066	0.986105
26.519	-305.04	0.984478
26.52	-340.109	0.982695
26.521	-377.733	0.980781
26.522	-417.277	0.97877
26.523	-458.056	0.976696
26.524	-499.316	0.974598
26.525	-540.282	0.972515
26.526	-580.139	0.970488
26.527	-618.086	0.968559
26.528	-653.341	0.966767
26.529	-685.135	0.965151
26.53	-712.761	0.963747
26.531	-735.584	0.962588
26.532	-753.015	0.961703
26.533	-764.565	0.961117
26.534	-769.832	0.96085
26.535	-768.507	0.960919
26.536	-760.385	0.961334
26.537	-745.355	0.962099
26.538	-723.408	0.963217
26.539	-694.642	0.964681
26.54	-659.234	0.966482
26.541	-617.47	0.968607
26.542	-569.719	0.971036
26.543	-516.422	0.973746
26.544	-458.102	0.976712
26.545	-395.347	0.979903
26.546	-328.801	0.983286
26.547	-259.169	0.986826
26.548	-187.184	0.990486
26.549	-113.616	0.994225
26.55	-39.2719	0.998004
26.551	35.0591	1.00178
26.552	108.568	1.00552
26.553	180.439	1.00917
26.554	249.917	1.0127
26.555	316.255	1.01607
26.556	378.744	1.01925
26.557	436.75	1.02219
26.558	489.691	1.02488
26.559	537.067	1.02729
26.56	578.462	1.02939
26.561	613.539	1.03117
26.562	642.068	1.03262
26.563	663.909	1.03373
26.564	679.015	1.03449
26.565	687.441	1.03492
26.566	689.339	1.03501
26.567	684.928	1.03479
26.568	674.536	1.03426
26.569	658.518	1.03344
26.57	637.324	1.03237
26.571	611.437	1.03105
26.572	581.363	1.02952
26.573	547.656	1.02781
26.574	510.866	1.02594
26.575	471.542	1.02394
26.576	430.245	1.02185
26.577	387.506	1.01967
26.578	343.828	1.01746
26.579	299.715	1.01522
26.58	255.622	1.01298
26.581	211.975	1.01076
26.582	169.186	1.00859
26.583	127.62	1.00648
26.584	87.6357	1.00445
26.585	49.5479	1.00251
26.586	13.6541	1.00069
26.587	-19.7636	0.998997
26.588	-50.4479	0.99744
26.589	-78.1667	0.996033
26.59	-102.698	0.994788
26.591	-123.848	0.993715
26.592	-141.458	0.992822
26.593	-155.379	0.992116
26.594	-165.512	0.991602
26.595	-171.791	0.991284
26.596	-174.183	0.991163
26.597	-172.728	0.991237
26.598	-167.488	0.991503
26.599	-158.598	0.991954
26.6	-146.26	0.99258
26.601	-130.707	0.99337
26.602	-112.248	0.994306
26.603	-91.2461	0.995372
26.604	-68.1005	0.996546
26.605	-43.2613	0.997806
26.606	-17.2222	0.999127
26.607	9.52063	1.00048
26.608	36.4371	1.00185
26.609	63.0117	1.0032
26.61	88.7208	1.0045
26.611	113.064	1.00573
26.612	135.582	1.00687
26.613	155.848	1.0079
26.614	173.481	1.0088
26.615	188.171	1.00954
26.616	199.641	1.01012
26.617	207.712	1.01053
26.618	212.253	1.01076
26.619	213.191	1.01081
26.62	210.537	1.01067
26.621	204.355	1.01036
26.622	194.746	1.00987
26.623	181.885	1.00922
26.624	165.984	1.00841
26.625	147.273	1.00746
26.626	126.044	1.00639
26.627	102.59	1.0052
26.628	77.2196	1.00391
26.629	50.2752	1.00255
26.63	22.0834	1.00112
26.631	-7.01911	0.999644
26.632	-36.6832	0.998141
26.633	-66.5728	0.996627
26.634	-96.3717	0.995117
26.635	-125.738	0.99363
26.636	-154.368	0.99218
26.637	-181.959	0.990782
26.638	-208.206	0.989453
26.639	-232.856	0.988205
26.64	-255.646	0.987051
26.641	-276.348	0.986003
26.642	-294.757	0.985071
26.643	-310.686	0.984265
26.644	-324.007	0.983591
26.645	-334.603	0.983055
26.646	-342.403	0.98266
26.647	-347.395	0.982408
26.648	-349.589	0.982298
26.649	-349.05	0.982326
26.65	-345.898	0.982486
26.651	-340.277	0.982771
26.652	-332.382	0.983172
26.653	-322.469	0.983674
26.654	-310.774	0.984267
26.655	-297.603	0.984934
26.656	-283.27	0.98566
26.657	-268.092	0.986429
26.658	-252.393	0.987224
26.659	-236.492	0.98803
26.66	-220.681	0.98883
26.661	-205.24	0.989612
26.662	-190.422	0.990363
26.663	-176.431	0.991071
26.664	-163.426	0.99173
26.665	-151.515	0.992333
26.666	-140.783	0.992876
26.667	-131.233	0.993359
26.668	-122.821	0.993785
26.669	-115.47	0.994158
26.67	-109.042	0.994483
26.671	-103.349	0.994771
26.672	-98.2018	0.995032
26.673	-93.3459	0.995278
26.674	-88.5202	0.995522
26.675	-83.4583	0.995778
26.676	-77.8793	0.996061
26.677	-71.5063	0.996383
26.678	-64.0856	0.996759
26.679	-55.3666	0.9972
26.68	-45.141	0.997717
26.681	-33.2435	0.998319
26.682	-19.5177	0.999013
26.683	-3.88195	0.999804
26.684	13.6942	1.00069
26.685	33.2189	1.00168
26.686	54.6174	1.00276
26.687	77.7789	1.00393
26.688	102.537	1.00518
26.689	128.69	1.00651
26.69	155.976	1.00789
26.691	184.11	1.00931
26.692	212.782	1.01076
26.693	241.669	1.01222
26.694	270.398	1.01367
26.695	298.636	1.0151
26.696	326.045	1.01648
26.697	352.284	1.01781
26.698	377.059	1.01906
26.699	400.106	1.02022
26.7	421.168	1.02129
26.701	440.07	1.02224
26.702	456.669	1.02308
26.703	470.866	1.02379
26.704	482.624	1.02439
26.705	491.95	1.02486
26.706	498.897	1.02521
26.707	503.568	1.02544
26.708	506.104	1.02557
26.709	506.654	1.0256
26.71	505.429	1.02553
26.711	502.627	1.02539
26.712	498.45	1.02518
26.713	493.107	1.02491
26.714	486.796	1.02459
26.715	479.682	1.02423
26.716	471.909	1.02384
26.717	463.591	1.02341
26.718	454.793	1.02297
26.719	445.542	1.0225
26.72	435.829	1.02201
26.721	425.59	1.02149
26.722	414.722	1.02094
26.723	403.101	1.02035
26.724	390.563	1.01972
26.725	376.917	1.01903
26.726	361.976	1.01828
26.727	345.55	1.01745
26.728	327.438	1.01653
26.729	307.497	1.01552
26.73	285.597	1.01442
26.731	261.645	1.01321
26.732	235.634	1.01189
26.733	207.596	1.01048
26.734	177.643	1.00897
26.735	145.967	1.00737
26.736	112.836	1.00569
26.737	78.5853	1.00397
26.738	43.6452	1.0022
26.739	8.4967	1.00043
26.74	-26.324	0.998672
26.741	-60.2278	0.996961
26.742	-92.5966	0.995328
26.743	-122.806	0.993804
26.744	-150.238	0.99242
26.745	-174.287	0.991207
26.746	-194.419	0.990191
26.747	-210.149	0.989398
26.748	-221.064	0.988848
26.749	-226.879	0.988555
26.75	-227.405	0.988529
26.751	-222.58	0.988773
26.752	-212.47	0.989283
26.753	-197.291	0.990049
26.754	-177.381	0.991053
26.755	-153.206	0.992273
26.756	-125.377	0.993677
26.757	-94.5803	0.99523
26.758	-61.6158	0.996893
26.759	-27.3663	0.99862
26.76	7.24793	1.00037
26.761	41.2661	1.00208
26.762	73.7111	1.00372
26.763	103.634	1.00523
26.764	130.113	1.00656
26.765	152.276	1.00768
26.766	169.333	1.00854
26.767	180.602	1.0091
26.768	185.489	1.00935
26.769	183.532	1.00925
26.77	174.396	1.00879
26.771	157.882	1.00796
26.772	133.922	1.00675
26.773	102.608	1.00517
26.774	64.1343	1.00323
26.775	18.8424	1.00095
26.776	-32.7884	0.998348
26.777	-90.1965	0.995455
26.778	-152.698	0.992305
26.779	-219.517	0.988939
26.78	-289.817	0.985397
26.781	-362.675	0.981726
26.782	-437.121	0.977976
26.783	-512.172	0.974196
26.784	-586.801	0.970437
26.785	-659.97	0.966752
26.786	-730.656	0.963192
26.787	-797.875	0.959807
26.788	-860.65	0.956647
26.789	-918.07	0.953756
26.79	-969.287	0.951178
26.791	-1013.52	0.948952
26.792	-1050.08	0.947113
26.793	-1078.38	0.945689
26.794	-1097.95	0.944706
26.795	-1108.41	0.944181
26.796	-1109.53	0.944127
26.797	-1101.2	0.944548
26.798	-1083.45	0.945444
26.799	-1056.45	0.946806
26.8	-1020.48	0.948619
26.801	-975.966	0.950862
26.802	-923.48	0.953506
26.803	-863.691	0.956518
26.804	-797.364	0.959859
26.805	-725.387	0.963483
26.806	-648.721	0.967344
26.807	-568.368	0.97139
26.808	-485.408	0.975567
26.809	-400.929	0.97982
26.81	-316.024	0.984094
26.811	-231.789	0.988334
26.812	-149.271	0.992488
26.813	-69.4535	0.996505
26.814	6.72751	1.00034
26.815	78.4446	1.00395
26.816	144.97	1.00729
26.817	205.695	1.01035
26.818	260.133	1.01309
26.819	307.94	1.01549
26.82	348.911	1.01755
26.821	382.963	1.01927
26.822	410.162	1.02063
26.823	430.713	1.02167
26.824	444.918	1.02238
26.825	453.195	1.0228
26.826	456.07	1.02294
26.827	454.132	1.02284
26.828	448.027	1.02253
26.829	438.46	1.02205
26.83	426.138	1.02143
26.831	411.778	1.02071
26.832	396.104	1.01992
26.833	379.77	1.0191
26.834	363.399	1.01827
26.835	347.576	1.01748
26.836	332.778	1.01673
26.837	319.424	1.01606
26.838	307.848	1.01548
26.839	298.274	1.015
26.84	290.852	1.01462
26.841	285.661	1.01436
26.842	282.662	1.01421
26.843	281.761	1.01416
26.844	282.796	1.01422
26.845	285.532	1.01435
26.846	289.702	1.01456
26.847	295.004	1.01483
26.848	301.085	1.01513
26.849	307.596	1.01546
26.85	314.201	1.01579
26.851	320.55	1.01611
26.852	326.311	1.0164
26.853	331.175	1.01664
26.854	334.888	1.01683
26.855	337.205	1.01694
26.856	337.933	1.01698
26.857	336.939	1.01693
26.858	334.113	1.01679
26.859	329.395	1.01655
26.86	322.791	1.01622
26.861	314.322	1.01579
26.862	304.052	1.01527
26.863	292.098	1.01467
26.864	278.586	1.01399
26.865	263.671	1.01324
26.866	247.545	1.01243
26.867	230.375	1.01157
26.868	212.36	1.01067
26.869	193.708	1.00973
26.87	174.586	1.00877
26.871	155.173	1.00779
26.872	135.637	1.00681
26.873	116.107	1.00583
26.874	96.6996	1.00486
26.875	77.5086	1.00389
26.876	58.5872	1.00294
26.877	39.9737	1.00201
26.878	21.6874	1.00109
26.879	3.70333	1.00019
26.88	-14.0059	0.999297
26.881	-31.4914	0.998419
26.882	-48.8118	0.99755
26.883	-66.0269	0.996686
26.884	-83.2075	0.995824
26.885	-100.394	0.994961
26.886	-117.647	0.994095
26.887	-134.995	0.993225
26.888	-152.42	0.992351
26.889	-169.909	0.991473
26.89	-187.412	0.990595
26.891	-204.832	0.989722
26.892	-222.048	0.988858
26.893	-238.918	0.988012
26.894	-255.246	0.987193
26.895	-270.841	0.986411
26.896	-285.477	0.985677
26.897	-298.895	0.985005
26.898	-310.855	0.984405
26.899	-321.111	0.983892
26.9	-329.397	0.983476
26.901	-335.49	0.983171
26.902	-339.178	0.982987
26.903	-340.256	0.982934
26.904	-338.587	0.983018
26.905	-334.042	0.983247
26.906	-326.537	0.983624
26.907	-316.052	0.98415
26.908	-302.598	0.984825
26.909	-286.233	0.985647
26.91	-267.081	0.986607
26.911	-245.292	0.9877
26.912	-221.074	0.988915
26.913	-194.685	0.990239
26.914	-166.408	0.991657
26.915	-136.57	0.993153
26.916	-105.533	0.994709
26.917	-73.6782	0.996306
26.918	-41.4151	0.997924
26.919	-9.16174	0.999541
26.92	22.6583	1.00114
26.921	53.613	1.00269
26.922	83.2804	1.00417
26.923	111.253	1.00558
26.924	137.135	1.00687
26.925	160.595	1.00805
26.926	181.297	1.00909
26.927	198.964	1.00997
26.928	213.398	1.01069
26.929	224.428	1.01125
26.93	231.966	1.01162
26.931	236.005	1.01183
26.932	236.581	1.01185
26.933	233.829	1.01172
26.934	227.971	1.01142
26.935	219.277	1.01099
26.936	208.089	1.01042
26.937	194.832	1.00976
26.938	179.962	1.00901
26.939	163.983	1.00821
26.94	147.446	1.00739
26.941	130.885	1.00656
26.942	114.857	1.00575
26.943	99.928	1.005
26.944	86.5893	1.00434
26.945	75.3214	1.00377
26.946	66.539	1.00333
26.947	60.5948	1.00303
26.948	57.7668	1.00289
26.949	58.247	1.00292
26.95	62.1414	1.00311
26.951	69.4745	1.00348
26.952	80.1764	1.00401
26.953	94.0989	1.00471
26.954	111.019	1.00556
26.955	130.645	1.00654
26.956	152.617	1.00764
26.957	176.55	1.00884
26.958	202.005	1.01011
26.959	228.528	1.01144
26.96	255.652	1.0128
26.961	282.909	1.01416
26.962	309.864	1.01551
26.963	336.07	1.01682
26.964	361.115	1.01807
26.965	384.646	1.01925
26.966	406.318	1.02033
26.967	425.84	1.02131
26.968	442.973	1.02216
26.969	457.497	1.02289
26.97	469.251	1.02348
26.971	478.129	1.02392
26.972	484.03	1.02422
26.973	486.903	1.02436
26.974	486.761	1.02435
26.975	483.612	1.02419
26.976	477.511	1.02389
26.977	468.557	1.02344
26.978	456.849	1.02285
26.979	442.543	1.02213
26.98	425.805	1.0213
26.981	406.835	1.02035
26.982	385.857	1.0193
26.983	363.109	1.01816
26.984	338.85	1.01694
26.985	313.365	1.01567
26.986	286.935	1.01435
26.987	259.843	1.01299
26.988	232.386	1.01162
26.989	204.839	1.01024
26.99	177.478	1.00887
26.991	150.549	1.00753
26.992	124.264	1.00621
26.993	98.8127	1.00494
26.994	74.341	1.00372
26.995	50.9554	1.00255
26.996	28.7148	1.00144
26.997	7.63382	1.00038
26.998	-12.3193	0.999384
26.999	-31.215	0.99844
27	-49.1608	0.997543
27.001	-66.3098	0.996686
27.002	-82.8182	0.995861
27.003	-98.8793	0.995059
27.004	-114.681	0.994269
27.005	-130.406	0.993484
27.006	-146.25	0.992692
27.007	-162.377	0.991887
27.008	-178.9	0.991062
27.009	-195.936	0.990211
27.01	-213.555	0.989331
27.011	-231.758	0.988422
27.012	-250.536	0.987484
27.013	-269.821	0.986522
27.014	-289.499	0.985539
27.015	-309.434	0.984544
27.016	-329.439	0.983545
27.017	-349.308	0.982554
27.018	-368.823	0.98158
27.019	-387.744	0.980635
27.02	-405.831	0.979733
27.021	-422.855	0.978883
27.022	-438.599	0.978098
27.023	-452.854	0.977387
27.024	-465.463	0.976758
27.025	-476.278	0.976219
27.026	-485.202	0.975774
27.027	-492.164	0.975428
27.028	-497.14	0.97518
27.029	-500.15	0.975031
27.03	-501.243	0.974977
27.031	-500.518	0.975014
27.032	-498.086	0.975137
27.033	-494.117	0.975336
27.034	-488.787	0.975602
27.035	-482.3	0.975927
27.036	-474.863	0.976299
27.037	-466.708	0.976707
27.038	-458.069	0.977139
27.039	-449.181	0.977584
27.04	-440.274	0.978029
27.041	-431.566	0.978464
27.042	-423.27	0.978879
27.043	-415.584	0.979263
27.044	-408.681	0.979609
27.045	-402.709	0.979907
27.046	-397.799	0.980153
27.047	-394.057	0.98034
27.048	-391.549	0.980466
27.049	-390.312	0.980529
27.05	-390.349	0.980527
27.051	-391.623	0.980465
27.052	-394.065	0.980344
27.053	-397.558	0.98017
27.054	-401.947	0.979952
27.055	-407.045	0.979698
27.056	-412.62	0.979421
27.057	-418.411	0.979133
27.058	-424.104	0.97885
27.059	-429.376	0.978588
27.06	-433.866	0.978365
27.061	-437.21	0.978199
27.062	-439.023	0.978109
27.063	-438.915	0.978115
27.064	-436.512	0.978236
27.065	-431.453	0.978489
27.066	-423.405	0.978891
27.067	-412.07	0.979457
27.068	-397.205	0.980199
27.069	-378.612	0.981126
27.07	-356.173	0.982246
27.071	-329.831	0.983559
27.072	-299.622	0.985066
27.073	-265.643	0.98676
27.074	-228.089	0.988632
27.075	-187.243	0.990668
27.076	-143.458	0.99285
27.077	-97.171	0.995157
27.078	-48.8714	0.997565
27.079	0.872303	1.00004
27.08	51.4522	1.00256
27.081	102.23	1.00509
27.082	152.542	1.0076
27.083	201.717	1.01005
27.084	249.084	1.01241
27.085	294.011	1.01465
27.086	335.888	1.01673
27.087	374.165	1.01864
27.088	408.335	1.02034
27.089	437.984	1.02182
27.09	462.773	1.02305
27.091	482.431	1.02403
27.092	496.804	1.02474
27.093	505.812	1.02519
27.094	509.466	1.02537
27.095	507.883	1.02529
27.096	501.246	1.02496
27.097	489.835	1.02439
27.098	473.985	1.0236
27.099	454.106	1.02261
27.1	430.66	1.02144
27.101	404.148	1.02012
27.102	375.11	1.01868
27.103	344.102	1.01713
27.104	311.691	1.01552
27.105	278.452	1.01386
27.106	244.944	1.01219
27.107	211.699	1.01054
27.108	179.221	1.00892
27.109	147.992	1.00737
27.11	118.433	1.00589
27.111	90.9184	1.00453
27.112	65.7673	1.00327
27.113	43.2514	1.00215
27.114	23.5614	1.00117
27.115	6.84486	1.00034
27.116	-6.82662	0.99966
